Library,Commit,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c59c37e7b2d563967da813fa50fe20b21f4da683,2021-04-28 20:54:22,,missing,out of bound access,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e82a377de614fed51da8a7c5242a90a7967169f2,2020-07-24 23:29:28,,missing,tensor shape mismatch,crash,add,if checker,axis parameter matches tensor dimension,tensor rank,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/402d478a107e2931fb0e9b2f08f973997cae7f98,2020-09-28 17:04:28,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/27de8e717c1bec91398f5a6be6c7287b657fc960,2018-07-27 3:20:25,,missing,tensor shape mismatch,incorrect functionality,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/02703f9525696f4788496745f6756585c1c546a3,2017-02-15 1:50:18,,missing,tensor shape mismatch,crash,add,if checker,others,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4a1d1c8413a3752af7dc91a7128e202660b0f05c,2018-05-29 17:15:16,,missing,tensor shape mismatch,crash,add,type checking api,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/181ca305a7954ce86a453a39db0b4f6d10b82720,2018-05-15 10:51:40,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6e153325b66330dafea4e4e8b67b5d56b1a37852,2023-07-14 7:46:03,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7,2021-07-28 16:43:55,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9d3cce4c7525bad6743f84302e5f6355a3fd8fe5,2023-01-09 17:12:32,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2c72ca8c439d64268e849ef81cde78f464e95ca2,2022-12-21 20:45:40,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d94ffe08a65400f898241c0374e9edc6fa8ed257,2021-07-27 17:52:03,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,negative dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0e3574d39c66d937fa9f9d2e25554aab0066f250,2020-04-22 11:33:35,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a680ed0bf03d5ca3b2c4a70c0d95eeebc20da6d6,2019-10-17 20:10:41,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/50f6683ca50e6d4e7008d6d1b437b407d6a62e92,2018-04-19 12:13:21,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/edb29d02765b45e712042725dc06b65f5e610327,2018-04-19 12:10:53,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9187be7adff07be82856add498aa3ff4b5f95998,2018-04-18 12:05:05,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/779664494d43b18a812361197dcbea2f25912c02,2018-04-18 8:12:14,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/48f7e377963a951b77cbf111675931fd4248b090,2018-04-17 17:59:50,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c4dea2255c71037c9cade9cbd1d7820b3429b3fa,2018-04-16 21:31:54,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d97ffbdf362fa7d06ef8d946c8620ff7a3a50a08,2018-04-16 21:30:42,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7586dee9aa8b4b63143ab658ca59658aaed0df97,2018-04-16 21:28:30,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/851177fee860211e2fabcb019d644e75b7f701b0,2018-04-16 21:17:51,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3f796ff8c9e6d7ff88f99c056b78e88fb0b31114,2018-04-16 21:17:51,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/10467d29e05d9957a6e3cb2335f8eeba1fd8896e,2018-04-16 21:17:51,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7254b098e04c5deba029b06967803422cdf329e6,2017-05-22 15:25:48,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,negative dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/41deb95a7bde735d3c8b9adedd8b1fe8c1ef2732,2017-05-20 22:19:01,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,negative dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8b742f8559e88474735d0a2c03e00da65e40b412,2023-05-03 13:28:05,,missing,tensor shape mismatch,numerical error,add,macro checker,tensor shape is valid,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1595906c2192b7f402f746652042a592ad290378,2021-11-18 22:27:23,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/54c94431e5dd17fc46d99da1a3f132c76414c161,2021-11-18 22:22:30,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5d96267d907ac2119cbccf1416b749195e8fd8de,2021-11-18 22:15:24,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/41ab69692ede0db3422fa70bc5889d470741e69c,2021-11-19 10:24:55,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8d733ecdb270dd90b2b5f53fd220d5ce17a5e20f,2021-11-18 23:21:35,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f482488b481a799ca07e7e2d153cf47b8e91a60c,2019-11-21 19:37:21,,missing,out of bound access,crash,add,checker api,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,2021-05-05 21:18:17,,missing,out of bound access,crash,add,macro checker,output and input tensors has same size,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9596f534200201bc8206b297f17ec3c5cc9fcff8,2018-06-21 15:35:45,,missing,out of bound access,crash,add,macro checker,output and input tensors has same size,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/58759659ee547a957c5d36e72f2274ab34fdb6cb,2018-06-20 14:02:39,,missing,out of bound access,crash,add,macro checker,output and input tensors has same size,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,2021-04-23 14:54:50,,missing,tensor shape mismatch,crash,add,macro checker,tensor size is valid,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/80b65ab79bf8dd6ec03c570b59a1208bb27fec24,2023-03-13 18:16:22,,improper,tensor shape mismatch,crash,update,if checker,others,tensor axis,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c2ff14318050e26302785a49a1719d29ddcc91b4,2023-04-12 12:01:41,,improper,tensor shape mismatch,crash,update,if checker,axis parameter matches tensor dimension,tensor shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d23458fdd2655c83ff9d54725062ded31b644ba4,2021-11-23 19:51:35,,improper,tensor shape mismatch,crash,replace,macro checker,others,tensor shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4863013a3ec5b97c042a38ab567bcc4a62ccde5c,2019-12-13 19:34:20,,improper,out of bound access,crash,add,if checker,tensor indexing is within range,tensor indices,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1e38a0025c9a983bf3229299109b5b1781215c7e,2019-01-30 17:18:25,,missing,out of bound access,crash,add,macro checker,tensor indexing is within range,tensor indices,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1610da3f992487bd9a8181d1e83cae99fe1e34d9,2023-04-10 16:56:07,,missing,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a68f57a24203fd49c4a5c4a8f51098d4415a93f8,2022-05-11 14:21:59,,improper,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1b54cadd19391b60b6fcccd8d076426f7221d5e8,2021-12-10 12:51:09,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b51b82fe65ebace4475e3c54eb089c18a4403f1c,2021-12-09 17:41:08,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e560136d757867482a93be74e108ef516920bcfc,2021-12-09 3:00:55,,improper,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2b7100d6cdff36aa21010a82269bc05a6d1cc74a,2021-12-07 22:40:32,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/23968a8bf65b009120c43b5ebcceaf52dbc9e943,2021-11-20 2:22:12,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4923de56ec94fff7770df259ab7f2288a74feb41,2021-08-02 16:57:19,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/467730fe90282a75f15f67d701b278e86cfad65e,2019-06-22 21:53:59,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c2cec131f107fde9c54f48a9b74248617d850549,2019-03-14 13:58:26,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7e2d53c1c371f38c7f0ef13c1c06336b22a195c0,2019-01-03 15:51:36,,missing,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a12b8c4afdca3ac2945d62b3b83ca2599ab360f9,2018-10-02 17:00:29,,improper,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/32dc203f55a7462ddf780c68d619af574daedd46,2017-10-04 19:03:41,,improper,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/25821f0d91623d654bb1bdd62423e644bae9f7f8,2016-07-29 17:17:36,,improper,tensor shape mismatch,crash,add,macro checker,tensor shape match tensor indices,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/05ec322172958f6e67e4bcaef4681e6aa54fabeb,2018-09-19 13:55:51,,improper,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6364463d6f5b6254cac3d6aedf999b6a96225038,2021-12-16 18:46:23,,improper,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/62cb54f2caf48480dc6b3c1ce9629eaac4688f83,2023-06-13 3:16:58,,improper,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8f66dd24d1355298482afee9b5299f9f0b5b1817,2017-07-12 9:36:28,,improper,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9b0f99ddd27e7738732a154be5469391ee8fc977,2021-02-15 21:11:49,,missing,tensor shape mismatch,crash,add,macro checker,output and input tensors has same size,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f8ec0f101bac066faa2e917ac714ca9eea310eac,2018-09-14 1:40:49,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/76619c8dea0e480fd48e3b4dcfe0249eb24216b8,2018-04-19 12:13:53,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b71b6b8ca9ade8b39d77f0373210fe58dfccf4f4,2018-04-19 12:13:35,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9718fed7b9aba244359b3d38c2a1dc20e50428bd,2024-01-24 20:18:37,,missing,tensor shape mismatch,crash,add,if checker,output and input tensors has same size,graph operation,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4ab6a520c94441622442747aef620939cc1d8130,2019-11-21 8:59:30,,improper,others,incorrect functionality,update,if checker,others,tensor state,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/edd9fb416e04b8ca4398c4eea65f14dc6704a44a,2023-04-07 14:45:48,,improper,others,incorrect functionality,remove,macro checker,others,tensor state,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e44f8a08051baa58bde9130a844a1b82a8179526,2023-10-31 15:18:59,,improper,type checking,incorrect functionality,add,if checker,object type is valid,tpu embeddings,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/50299228e5df92b486548ee1cb856e79de69ad43,2023-11-27 18:00:31,,improper,type checking,inconsistent results,update,type checking api,object type is valid,pointer data types,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/51d72a7d7f74784b68916819edd04e890b36f957,2018-09-13 17:59:05,,improper,type checking,incorrect functionality,add,type checking api,object type is valid,tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8a2e7deb21f02e4072d6b62cf7f447b9264afe01,2023-04-20 14:41:01,,improper,type checking,unknown,update,type checking api,object type is valid,tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b68b869e75916e6de37c2ca23a93643faf333011,2020-06-09 16:59:23,,improper,type checking,unknown,update,type checking api,object type is valid,tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/040aaf39aebda57921991d05d29be5123e908d7c,2018-05-14 14:43:44,,improper,type checking,unknown,add,if checker,tensor dimension is valid,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9a0de0ca6a39f3037e1be6ec740829863bcda3e8,2023-03-02 17:28:58,,improper,type checking,incorrect functionality,update,type checking api,tensor dimension is valid,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/db9b247cd1f3ff046359f7b64ca60c2d697fe2e1,2020-05-13 22:56:36,,improper,type checking,incorrect functionality,extend,type checking api,others,network layer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9a4b6b6bcc7a813162bf0378727950e321aca19c,2023-05-09 14:49:51,,insufficient,type checking,others,replace,type checking api,ensure tensor type is valid,tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8a0fee00855a0e806bd5c9cc1ad6c0175a985922,2023-08-21 16:36:28,,improper,type checking,performance bug,remove,type checking api,others,nan type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/580140611a47413dcf6373deb1250c0ed605e873,2022-05-23 16:53:05,,missing,others,crash,add,if checker,others,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d3d1cd3ad2becac5c31387f7fc483af65c7c8c84,2023-07-21 12:30:36,,improper,others,crash,remove,macro checker,others,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/02907e867c74651a9eb74971f56559d5db2efa1c,2022-04-26 16:18:00,,missing,others,numerical error,add,checker api,others,timstamp,,,
